site,logp1_parrotfish_biomass_kg,logp1_large_parrotfish_biomass_kg,logp1_midnightPF_biomass_kg,logp1_bluePF_biomass_kg,logp1_rainbowPF_biomass_kg,logp1_stoplightPF_biomass_kg,midnightPA,bluePA,rainbowPA,stoplightPA,Year,Month,Latitude,Longitude,Depth,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,HABITAT_CD,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Deepwater,slips45_10km,Marine_reserve,population_20km,population_50km,rec_fishermen_50km,Artificial_reefs_1km,Gravity_total,nursery_seagrass,nursery_mangroves,connectivity,RecEng,pf_preds_biomass_kg,pf_no_midnight_biomass_kg,pf_no_blue_biomass_kg,pf_no_rainbow_biomass_kg,pf_no_stoplight_biomass_kg,turf_cover,macroalgae_cover,random
2813594_753H,0,0,0,0,0,0,0,0,0,0,2012,June,24.5699833,-82.9741833,23.5,10,1.65,23.1313721,501.1044006,7.467718124,ISOL_LR,38422,824685,4669.848633,0,Open,0,0,0,0,29,247336.1875,53455.84766,2.474678457,-0.26,0,0,0,0,0,0,0,6533
2813594_753U,5.691540287,5.120610756,0,4.52349591,0,4.334415934,0,1,0,1,2012,June,24.5699167,-82.9742333,19.8,2.5,1,23.1313721,501.1044006,7.467718124,CONT_MR,38422,824685,4669.848633,0,Open,0,0,0,0,29,247336.1875,53455.84766,2.474678457,-0.26,380.0115021,295.3497329,204.192524,295.3497329,220.0693398,0,0,8767
2817352_E10U,4.408069321,3.93750013,0,0,0,3.93750013,0,0,0,1,2012,July,24.5838,-82.9719333,14.88715203,2.744646681,0.770182013,23.0803772,522.9598389,7.388662338,CONT_MR,41609,828347,4101.219238,0,Open,0,0,0,0,29,406496,49290.61719,2.474678457,-0.26,39.12802616,81.11078077,81.11078077,81.11078077,30.82055874,NA,NA,3923
2821102_790U,4.082135514,3.156669354,0,0,0,3.156669354,0,0,0,1,2012,July,24.58365,-82.97055,15.37252525,4.448484848,1.487979798,23.0788818,523.8997192,7.388045311,CONT_HR,41846,829271,4159.797852,0,Open,0,0,0,0,29,418333.125,48308.48828,2.474678457,-0.26,6972.503518,58.27191078,58.27191078,58.27191078,35.77968957,17,54,6259
2821116_754U,3.62725803,0.651898543,0,0,0,0.651898543,0,0,0,1,2012,July,24.60886681,-82.97084163,12.99933775,1,0.400110375,22.9882446,563.1449585,7.312700748,CONT_LR,45705,832587,2404.163086,0,Open,0,0,0,0,29,794854.0625,42082.62891,1.54666974,-0.26,0,36.60955084,36.60955084,36.60955084,35.69036982,NA,NA,7370
2824869_D13U,3.498943517,2.313729746,0,0,0,2.313729746,0,0,0,1,2012,July,24.6143667,-82.9680333,14.01501632,1.243743199,0.40125136,22.9671265,574.7213745,7.375141144,CONT_LR,47296,836209,2262.741699,0,Open,0,0,0,0,29,994481.625,37535.375,1.54666974,-0.26,0,32.08048452,32.08048452,32.08048452,22.96841466,NA,NA,2004
2832346_D92U,3.397466505,2.412406549,0,0,0,2.412406549,0,0,0,1,2012,June,24.57346354,-82.96385187,20.99295624,7.07470651,1.198132337,23.1019836,515.0974121,7.434785366,ISOL_LR,41149,834805,5474.011719,0,Open,0,0,0,0,29,388016.6875,43043.07422,2.474678457,-0.26,0,28.88828222,28.88828222,28.88828222,18.72749438,NA,NA,3461
2836093_811U,4.706525872,4.545247123,4.355922655,0,0,2.84752205,1,0,0,1,2012,June,24.56789493,-82.96113579,22.7,10.12455197,2.819086022,23.1153198,509.5904541,7.468230247,ISOL_HR,40398,836813,6039.696777,0,Open,0,0,0,0,29,367251.9063,40756.59375,2.474678457,-0.26,863.0551563,32.72831726,109.6670199,109.6670199,93.42202334,NA,NA,6149
2836095_792U,3.334643528,0,0,0,0,0,0,0,0,0,2012,June,24.57085857,-82.9627928,21.80318471,4.763269639,0.826857749,23.1093994,511.9410095,7.468705654,ISOL_LR,40644,835357,5715.433106,0,Open,0,0,0,0,29,372286.9375,42417.23047,2.474678457,-0.26,8.968568668,27.06837586,27.06837586,27.06837586,27.06837586,NA,NA,5884
2836118_N02U,4.492494715,3.912841583,0,2.752201671,0,3.565689713,0,1,0,1,2012,July,24.6136333,-82.9621,13.65777096,2.991820041,1.422750511,22.9666077,579.6091309,7.326207638,CONT_MR,48311,841743,2745.584473,0,Open,0,0,0,0,29,1295674.625,32077.46289,1.54666974,-0.26,31.96104709,88.34405607,73.66694632,88.34405607,53.98022018,NA,NA,905
2839880_799U,3.636796398,2.859562848,1.732184649,0,0,2.549515874,1,0,0,1,2012,July,24.63445,-82.96115,16.18134328,17.21268657,2.830223881,22.8583008,612.5784912,7.423131466,ISOL_HR,50593,844119,965.6854248,0,Open,0,0,0,0,29,1860426.25,24908.89453,1.54666974,-0.26,0.009271178,32.31701066,36.97000089,36.97000089,25.16909586,0,0,5049
2843613_800U,4.287863746,3.729355458,0,0,0,3.729355458,0,0,0,1,2012,July,24.60433376,-82.95936768,14.09752577,3.524742268,1.054329897,22.9938293,568.3322754,7.287621498,CONT_MR,47718,843411,3735.533936,0,Open,0,0,0,0,29,1195938.75,31768.76563,1.54666974,-0.26,0,71.81076,71.81076,71.81076,31.1585071,NA,NA,2402
2847342_D20U,2.641955549,0,0,0,0,0,0,0,0,0,2012,June,24.56600143,-82.95603371,20.35107527,5.064516129,1.090994624,23.1173645,509.6326294,7.463401318,ISOL_LR,40786,840939,6646.803711,0,Open,0,0,0,0,29,405491.9375,36040.90625,2.474678457,-0.26,662.6682613,13.04063393,13.04063393,13.04063393,13.04063393,NA,NA,5869
2851125_672U,4.980432422,3.968197786,0,0.013025179,0,3.967949872,0,1,0,1,2012,July,24.6257,-82.9553333,11.0993617,2.49787234,1.1,22.893396,606.2532959,7.31404686,CONT_MR,50893,848515,1938.477661,0,Open,0,0,0,0,29,2140483.25,22313.80078,1.54666974,-0.26,128.4468097,144.5373016,144.5241912,144.5373016,92.66128456,NA,NA,2454
2862392_N08U,3.211369473,1.371294243,0,0,0,1.371294243,0,0,0,1,2012,August,24.65650797,-82.94928379,24.57057522,4.746681416,3.725331858,22.7147461,662.0239258,7.37737608,ISOL_HR,51169,857968,1372.792236,0,Open,0,0,0,0,28,4125655.25,4336.125488,1.54666974,-0.26,890.6728928,23.81304376,23.81304376,23.81304376,20.87259647,52,15,1453
2869848_755U,4.376719774,3.983765955,0,0,0,3.983765955,0,0,0,1,2012,June,24.57631636,-82.94372532,15.79828326,1.251072961,0.349785408,23.0579163,528.8813477,7.408469677,CONT_LR,46106,853882,7029.646484,0,Open,0,0,0,0,30,832060.625,21578.01172,2.474678457,-0.26,0,78.57657569,78.57657569,78.57657569,25.85761876,NA,NA,3225
2869857_785U,4.016993535,3.076112323,0,0,0,3.076112323,0,0,0,1,2012,June,24.59384224,-82.94442458,13.55151856,3.237345332,1.4,22.9927612,558.335022,7.334627628,CONT_MR,48756,855538,5615.433106,0,Open,0,0,0,0,30,1447413.75,19551.26953,2.474678457,-0.26,0,54.53389386,54.53389386,54.53389386,33.85991687,NA,NA,8186
2869860_794U,4.870378917,4.585121137,0,0,0,4.585121137,0,0,0,1,2012,June,24.59926551,-82.94391466,12.92733189,7.672451193,1.217245119,22.9716125,567.663208,7.291087627,CONT_MR,49729,856326,5091.168945,0,Open,0,0,0,0,30,1770684.375,18324.15039,1.54666974,-0.26,0,129.370307,129.370307,129.370307,32.35524733,NA,NA,1246
2869892_653U,4.284351333,3.822998244,0,0,0,3.822998244,0,0,0,1,2012,August,24.65683342,-82.94550834,24.0007584,9.75135428,4.25,22.7014404,665.7365112,7.363388062,ISOL_HR,51169,861593,1655.634888,0,Open,0,0,0,0,29,4625249,771.4579468,1.54666974,-0.26,5.077975728,71.55546709,71.55546709,71.55546709,26.81432106,NA,NA,5469
2873616_D26U,4.516962017,2.799465868,1.126169372,0,0,2.663892416,1,0,0,1,2012,July,24.60944173,-82.94323325,13.50101729,3.000508647,3.150203459,22.9258362,586.6824341,7.288114071,ISOL_HR,51097,858887,4101.219238,0,Open,0,0,0,0,30,2521066.75,14531.83789,1.54666974,-0.26,71.96487871,88.47320548,90.55702636,90.55702636,77.20498172,NA,NA,9449
2873643_768U,3.733053506,3.112914751,0,0,0,3.112914751,0,0,0,1,2012,August,24.6583128,-82.9433987,21.32727273,8.019480519,5.340909091,22.6935059,670.7270508,7.373433113,ISOL_HR,51169,863545,1555.634888,0,Open,0,0,0,0,29,4946081,0,1.54666974,-0.26,31.90609531,40.80657007,40.80657007,40.80657007,19.32007857,NA,NA,322
2881089_812U,3.8736957,2.39138591,0,0,0,2.39138591,0,0,0,1,2012,May,24.5615667,-82.93889027,14.39247312,1.507526882,0.754516129,23.1114136,506.5484009,7.497274876,CONT_LR,43703,856298,8202.438477,0,Open,0,0,0,0,30,566004.4375,18045.89063,2.474678457,-0.26,0,47.11989457,47.11989457,47.11989457,37.19126502,NA,NA,4860
2881097_756U,3.831872818,2.195602141,0,0,0,2.195602141,0,0,0,1,2012,June,24.57587388,-82.93900755,16.09616205,2.754797441,0.650959488,23.051416,528.6292114,7.385493755,CONT_LR,46622,857694,7312.489258,0,Open,0,0,0,0,30,928197.3125,17508.15625,2.474678457,-0.26,0,45.14888583,45.14888583,45.14888583,37.16347592,NA,NA,9888
2884879_714U,4.121224655,3.709615446,0,0,0,3.709615446,0,0,0,1,2012,July,24.63385,-82.9369,7.465337423,4.306237219,1.482668712,22.7846619,632.9813843,7.142538548,CONT_MR,51169,866894,3465.685547,0,Open,0,0,0,0,30,4944109,2306.483398,1.54666974,-0.26,3.967669149,60.63467731,60.63467731,60.63467731,20.79657824,11,67,7012
2884893_593U,4.046169854,2.945789854,0,0,0,2.945789854,0,0,0,1,2012,August,24.65849201,-82.9381751,22.24938398,8.995893224,6.299383984,22.6767822,675.4740601,7.345653534,CONT_HR,51169,867709,1997.056274,0,Open,0,0,0,0,29,5685063.5,0,1.54666974,-0.26,96.63123076,56.17803686,56.17803686,56.17803686,38.1523529,NA,NA,4686
2884894_769U,4.205770362,2.966221884,0,0,0,2.966221884,0,0,0,1,2012,August,24.66025784,-82.93794897,22.70987654,17.03703704,6.543209877,22.672113,677.2567139,7.335425377,ISOL_HR,51169,868674,2014.213623,0,Open,0,0,0,0,29,5864171.5,0,1.54666974,-0.26,973.8413503,66.0722477,66.0722477,66.0722477,47.65383189,0,0,7584
2892346_757U,4.296613272,4.022741998,0,0,0,4.022741998,0,0,0,1,2012,June,24.57363307,-82.93328161,13.75254237,2.974576271,1.293220339,23.0537659,524.1641846,7.405135155,CONT_MR,46966,862835,7878.174805,0,Open,0,0,0,0,30,951452.3125,11709.47852,2.474678457,-0.26,0,72.4506147,72.4506147,72.4506147,17.59656698,NA,NA,6345
2896092_758U,0.307544218,0,0,0,0,0,0,0,0,0,2012,July,24.56602491,-82.9305415,12.29754959,0.749124854,0.299649942,23.0823608,513.1617432,7.456517696,CONT_LR,45963,864345,8726.703125,0,Open,0,0,0,0,30,740795.3125,9376.052734,2.474678457,-0.26,0,0.360080947,0.360080947,0.360080947,0.360080947,37,27,9649
2896101_795U,4.420034333,3.593058299,0,0,0,3.593058299,0,0,0,1,2012,July,24.58220587,-82.93122649,12.74701719,1.764914055,0.85,23.0096069,539.748291,7.40035677,CONT_MR,49219,865686,7353.910645,0,Open,0,0,0,0,30,1437658.75,8396.521484,2.474678457,-0.26,27.98892018,82.09913834,82.09913834,82.09913834,46.75407815,0,57,9716
2896132_674U,4.307746232,3.060419377,0,0,0,3.060419377,0,0,0,1,2012,July,24.6391,-82.9323167,7.998426023,1.250786988,1.450157398,22.73974,646.3916016,7.065729141,SPGR_LR,51169,871740,3882.842773,0,Open,0,0,0,0,30,5936778.5,0,1.54666974,-0.26,0,73.27290625,73.27290625,73.27290625,52.93640293,0,0,2312
2899865_596U,4.562021995,3.966250354,0,0,0,3.966250354,0,0,0,1,2012,June,24.60825,-82.9292333,11.43007439,5.026567481,3.148246546,22.8830505,589.7266235,7.237505913,CONT_MR,51169,870720,5425.483398,0,Open,0,0,0,0,30,3629737.25,636.9691162,1.54666974,-0.26,0,94.77694469,94.77694469,94.77694469,42.99071509,NA,NA,230
2899866_641U,5.692388174,5.48273813,0,0,0,5.48273813,0,0,0,1,2012,June,24.61047525,-82.9296167,10.16036772,2.455566905,1.585188968,22.8745667,593.1790771,7.212245941,ISOL_MR,51169,870920,5342.640625,0,Open,0,0,0,0,30,3789393.75,133.4814148,1.54666974,-0.26,31.6558171,295.6011106,295.6011106,295.6011106,56.09677179,NA,NA,6582
2899897_621U,4.343354272,4.048678667,3.190331137,0,0,3.527101263,1,0,0,1,2012,August,24.66627437,-82.9300333,22.11626898,8.263557484,4.236442516,22.6402222,680.6073608,7.392856121,ISOL_HR,51169,876058,1997.056274,0,Open,0,0,0,0,29,7132997.5,0,1.54666974,-0.26,31.60300755,52.6687977,75.96526926,75.96526926,42.94007483,0,0,7284
2903619_642U,3.967234498,3.216255861,0.36194355,0,0,3.198610616,1,0,0,1,2012,June,24.61445,-82.92655,9.905286344,5.248348018,2.529790749,22.8468262,601.2719727,7.152710915,ISOL_MR,51169,873910,5476.955078,0,Open,0,0,0,0,30,4473437.5,0,1.54666974,-0.26,0,51.40208659,51.83820446,51.83820446,28.3397357,NA,NA,917
2903649_622U,4.395749525,3.260066575,0,0,0,3.260066575,0,0,0,1,2012,August,24.66990847,-82.92760021,16.04824742,18.24639175,6.123195876,22.6305176,680.1906738,7.433889389,ISOL_HR,51169,877998,2031.37085,0,Open,0,0,0,0,29,7450859,0,1.54666974,-0.26,20.82086409,80.10539854,80.10539854,80.10539854,55.05412708,0,0,2830
2907345_759U,4.050363048,3.679057923,0,0,0,3.679057923,0,0,0,1,2012,July,24.5724102,-82.9244935,11.93888255,34.48802737,1.247776511,23.0448242,522.3336792,7.446305752,CONT_LR,48188,870113,8685.28125,0,Open,0,0,0,0,30,1090522.625,2487.495361,2.474678457,-0.26,0,56.41829886,56.41829886,56.41829886,17.80923716,22,55,6285
2907406_597U,5.37618832,5.173233034,4.909890218,0,0,3.734330048,1,0,0,1,2012,August,24.6827418,-82.9260753,14.40040241,10.23490946,2.298189135,22.6167542,672.5940552,7.444758892,ISOL_HR,51169,879809,1800,0,Open,0,0,0,0,29,7200969.5,0,1.54666974,-0.26,3479.207975,80.57210591,215.1966304,215.1966304,174.3366584,4,60,7350
2907407_E02U,4.162718656,3.785874391,0,2.958849627,0,3.250312751,0,1,0,1,2012,August,24.68415669,-82.92661618,18.18579824,9.242899119,2.275563173,22.6152588,671.3553467,7.455944061,ISOL_HR,51169,879954,1800,0,Open,0,0,0,0,29,7211204,0,1.54666974,-0.26,1187.148999,63.24594803,44.97016336,63.24594803,38.44754088,4,60,4699
2911119_740U,2.822974087,0.577978222,0,0,0,0.577978222,0,0,0,1,2012,June,24.6151667,-82.9234167,9.123015873,1.269274376,2.272959184,22.8315369,604.2503052,7.125571728,ISOL_MR,51169,876500,5735.533691,0,Open,0,0,0,0,30,4843194,0,1.54666974,-0.26,0,15.82682075,15.82682075,15.82682075,15.04438965,NA,NA,5207
2911137_699U,4.414160318,3.62531187,0,0,0,3.62531187,0,0,0,1,2012,July,24.6484667,-82.9234333,8.547878128,2.007072905,0.926768226,22.6668945,669.972229,7.260462761,CONT_MR,51169,879204,3952.691162,0,Open,0,0,0,0,29,7608731,0,1.54666974,-0.26,0,81.61244356,81.61244356,81.61244356,45.07601575,1,72,956
2914838_761U,4.074233943,3.770814361,0,0.336361517,0,3.76156194,0,1,0,1,2012,May,24.5587461,-82.91967011,15.62070313,4.279296875,0.704492188,23.1049744,502.1891785,7.456854343,CONT_LR,45831,872255,8600,0,Open,0,0,0,0,30,666102.375,0,2.474678457,-0.26,16.00055014,57.805415,57.40557,57.805415,15.78985376,NA,NA,2703
2914892_697U,4.570585899,2.680562445,0,0,0,2.680562445,0,0,0,1,2012,July,24.6559667,-82.9214,7.846466809,1.003211991,1.153211991,22.6214844,687.9435425,7.369834423,SPGR_LR,51169,881591,3252.691162,0,Open,0,0,0,0,29,8162273,0,1.54666974,-0.26,0,95.60069142,95.60069142,95.60069142,82.0073925,NA,NA,1375
2926096_763U,4.51912651,3.383601541,0,0,0,3.383601541,0,0,0,1,2012,May,24.57315268,-82.91402378,12.70465567,6.620756547,1.150581959,23.0279785,523.0751343,7.422739029,CONT_MR,50473,879242,9292.387695,0,Open,0,0,0,0,30,1370803.75,0,2.474678457,-0.26,0,90.75541553,90.75541553,90.75541553,62.27867368,NA,NA,8414
2929858_636U,4.500231257,3.667986279,2.394674338,2.110219254,0,3.089143668,1,1,0,1,2012,July,24.59537528,-82.91300848,11.15045409,3.247729566,2.050908174,22.9113098,566.5366821,7.341596127,CONT_MR,51169,882826,7746.803711,0,Open,0,0,0,0,30,3292506.5,0,1.54666974,-0.26,48.23240899,79.07332411,81.78790088,89.03795082,68.07968447,16,46,8800
2933594_764U,3.560395351,1.815730048,0,0,0,1.815730048,0,0,0,1,2012,May,24.5703167,-82.90995,10.8,2.239316239,0.573931624,23.0416504,518.9626465,7.421951294,CONT_LR,50485,882083,9758.073242,0,Open,0,0,0,0,30,1279536.375,0,2.474678457,-0.26,313.3181348,34.17710171,34.17710171,34.17710171,29.03154061,NA,NA,9608
2944845_814U,4.963875874,4.822800386,4.633704955,0,0,3.109870842,1,0,0,1,2012,May,24.57207428,-82.90562399,18.4629705,10.37538149,1.9017294,23.032312,521.3555298,7.431461334,CONT_MR,51157,885357,9758.073242,0,Open,0,0,0,0,30,1489958.375,0,2.474678457,-0.26,119.4690108,40.25296524,142.1475439,142.1475439,120.7293952,NA,NA,9188
2948628_742U,5.40487539,5.087892091,4.922545612,0,0,3.246339487,1,0,0,1,2012,June,24.63125,-82.9038167,13.8804878,6.866407982,4.360088692,22.7175537,648.7062378,7.034235001,ISOL_HR,51169,893846,6839.696777,0,Open,0,0,0,0,30,8628082,0,1.54666974,-0.26,1889.624277,85.13668161,221.4884945,221.4884945,196.7923879,NA,NA,1100
2948656_778U,3.547775622,2.608418464,0,0,0,2.608418464,0,0,0,1,2012,August,24.68224214,-82.90487531,7.69622438,1.248651564,0.924865156,22.560083,699.5442505,7.451469898,CONT_MR,51169,896823,3876.955322,0,Open,0,0,0,0,29,11103152,0,1.54666974,-0.26,230.1439238,33.73596557,33.73596557,33.73596557,21.15840511,NA,NA,4115
2948671_D48U,3.090934852,0,0,0,0,0,0,0,0,0,2012,July,24.70871764,-82.90469172,18.33266385,3.987315011,0.9,22.5347534,687.744812,7.488819122,CONT_MR,51169,897498,1414.213623,0,Open,0,0,0,0,29,8861853,0,1.54666974,-0.26,66.66340446,20.9976329,20.9976329,20.9976329,20.9976329,9,46,1625
2956169_775U,3.537748003,2.396075697,0,0,0,2.396075697,0,0,0,1,2012,July,24.7054,-82.9006333,15.10570222,1.5,0.625712777,22.5296875,695.2108154,7.486275196,CONT_LR,51169,897998,1979.899048,0,Open,0,0,0,0,29,9856782,0,1.54666974,-0.26,0,33.38938714,33.38938714,33.38938714,23.40938428,NA,NA,8318
2967420_N07U,4.008012822,3.543836601,0,0,0,3.543836601,0,0,0,1,2012,July,24.70745888,-82.89496704,15.00232558,3.790697674,0.811627907,22.5179688,703.0485229,7.486843586,CONT_LR,51169,899038,1900,0,Open,0,0,0,0,29,10504412,0,1.54666974,-0.26,105.9230028,54.03739274,54.03739274,54.03739274,20.43798375,NA,NA,5795
2971146_745U,1.278207505,0,0,0,0,0,0,0,0,0,2012,August,24.66369987,-82.89270825,6.25039548,3.501129944,0.325028249,22.5685669,720.4371948,7.346995831,ISOL_LR,51169,899004,5821.320313,0,Open,0,0,0,0,29,13354679,0,1.54666974,-0.26,2022.788161,2.59019854,2.59019854,2.59019854,2.59019854,NA,NA,2035
2974848_815U,2.875041864,2.314637577,2.105517398,0,0,1.068119965,1,0,0,1,2012,May,24.57759881,-82.88909135,18.61789709,7.884228188,1.82147651,23.001825,528.7521362,7.372675896,CONT_MR,51169,898066,10933.80957,0,Open,0,0,0,0,30,2465133,0,2.474678457,-0.26,0,9.514815751,16.7261662,16.7261662,14.81626257,0,0,5563
2978601_603U,2.806320609,0,0,0,0,0,0,0,0,0,2012,May,24.58273331,-82.88804164,17.35016393,6,1.225027322,22.9713684,541.8416748,7.373644352,CONT_MR,51169,898721,10785.28125,0,Open,0,0,0,0,30,2995698.25,0,2.474678457,-0.26,59.44869434,15.54891613,15.54891613,15.54891613,15.54891613,14,51,3364
2982357_677U,4.768895493,3.935048371,0,0,0,3.935048371,0,0,0,1,2012,May,24.59412374,-82.88552466,6.556190476,1.76031746,0.586984127,22.9100891,568.4464111,7.358092785,CONT_LR,51169,899205,10488.22559,0,Open,0,0,0,0,30,4592760.5,0,1.54666974,-0.26,0,116.7890712,116.7890712,116.7890712,66.62444644,5,44,2794
2982409_D27U,4.102752766,3.405751947,0,0,0,3.405751947,0,0,0,1,2012,July,24.6882,-82.8859667,11.59452333,9.208924949,3.74178499,22.5159546,721.1641846,7.46654892,ISOL_HR,51169,900815,4041.421387,0,Open,0,0,0,0,29,14375707,0,1.54666974,-0.26,82.8814009,59.50661912,59.50661912,59.50661912,30.36967053,0,0,4337
2982423_779U,4.35717207,3.985797319,0,0,0,3.985797319,0,0,0,1,2012,July,24.71295,-82.88745,15.43071201,7.793836344,1.020616366,22.506189,712.0184326,7.488918781,CONT_MR,51169,900597,1300,0,Open,0,0,0,0,29,10517027,0,1.54666974,-0.26,0,77.03614133,77.03614133,77.03614133,24.20795072,0,0,5258
2986169_600U,4.160109104,3.885776906,0,0,2.119649353,3.722714297,0,0,1,1,2012,July,24.7056333,-82.8849667,15.03726415,8.985849057,1.514268868,22.5002075,718.3580322,7.484115601,CONT_HR,51169,901309,2182.842773,0,Open,0,0,0,0,29,12283401,0,1.54666974,-0.26,42.49643069,63.07851341,63.07851341,55.7502967,22.70196333,NA,NA,1089
2989906_625U,5.87564613,5.759991241,0,0,0,5.759991241,0,0,0,1,2012,July,24.68295,-82.88335,10.95064935,6.352813853,2.621212121,22.5201965,726.2148438,7.468878746,CONT_HR,51169,901525,4700,0,Open,0,0,0,0,29,15296102,0,1.54666974,-0.26,3406.517741,355.2547733,355.2547733,355.2547733,38.90922389,NA,NA,4014
2993672_820U,3.996909517,3.560832129,0,0,0,3.560832129,0,0,0,1,2012,July,24.71101672,-82.88140002,13.35038674,12.00497238,1.149889503,22.4965149,721.6546021,7.489203453,CONT_LR,51169,902391,1600,0,Open,0,0,0,0,29,11696400,0,1.54666974,-0.26,0,53.42967585,53.42967585,53.42967585,19.23720621,NA,NA,4777
2997396_806U,4.881698839,4.607145982,2.688204188,0,0,4.460058058,1,0,0,1,2012,July,24.66392533,-82.87856718,8.903180915,11.24801193,3.870029821,22.5489746,735.5719604,7.36095953,ISOL_HR,51169,902823,6965.685547,0,Open,0,0,0,0,29,16025025,0,1.54666974,-0.26,350.8726288,117.149229,130.8544733,130.8544733,45.36194277,9,23,2055
3001111_706U,3.547999934,2.795146982,0,0,0.82719047,2.71324663,0,0,1,1,2012,May,24.60167545,-82.87561629,4,4.005376344,0.649462366,22.861322,590.800415,7.264021873,SPGR_LR,51169,901823,10965.18066,0,Open,0,0,0,0,30,6379207.5,0,1.54666974,-0.26,0,33.74375814,33.74375814,32.45687351,19.66560883,NA,NA,9996
3001177_780U,3.773968834,0.93469595,0,0,0,0.93469595,0,0,0,1,2012,August,24.71993414,-82.87655032,15.8466877,8.276025237,0.876182965,22.4934326,727.9239502,7.486780167,CONT_MR,51145,904320,807.1068115,0,Open,0,0,0,0,29,10644558,0,3.958614485,-0.26,39.42749365,42.55257521,42.55257521,42.55257521,41.00613612,18,41,5548
3004862_654U,3.95007197,3.755867701,3.720736668,0,0.629743879,0.46961806,1,0,1,1,2012,May,24.60284104,-82.87384187,10.13552632,4.026315789,1.486842105,22.8546387,593.6296997,7.257434368,SPGR_LR,51169,902501,11123.75879,0,Open,0,0,0,0,30,6639716.5,0,1.54666974,-0.26,0,10.6443013,50.93910478,50.06197504,50.33972157,NA,NA,133
3004895_788U,3.46222667,2.449415965,2.114240064,0,0,1.458217756,1,0,0,1,2012,July,24.66255,-82.8755333,10.77083333,11.77083333,3.647916667,22.5490967,738.9066772,7.337529659,ISOL_HR,51169,903904,7289.949707,0,Open,0,0,0,0,29,16345596,0,1.54666974,-0.26,356.8971652,23.60461276,30.88790136,30.88790136,27.58960927,NA,NA,8836
3004919_781U,4.331166032,3.844670742,0,0,0,3.844670742,0,0,0,1,2012,August,24.70644977,-82.87528289,13.10417112,4.274331551,0.753475936,22.4825378,732.9140015,7.493948936,CONT_LR,51169,904819,2389.949463,0,Open,0,0,0,0,29,13434231,0,1.54666974,-0.26,0,75.03289167,75.03289167,75.03289167,29.28960046,NA,NA,4600
3008610_655U,3.612970368,2.72524218,0,0.588072281,0,2.671358208,0,1,0,1,2012,May,24.59920037,-82.87169134,14.36358867,4.5,2.199632739,22.8729492,584.619751,7.289241314,SPGR_LR,51169,903101,11489.44434,0,Open,0,0,0,0,30,6145684.5,0,1.54666974,-0.26,97.22965509,36.07601884,35.27550466,36.07601884,22.61642384,9,25,8194
3008647_751U,5.05173475,4.592143281,0,0,0,4.592143281,0,0,0,1,2012,July,24.6671667,-82.8728333,6.243234995,2.009664293,2.105798576,22.5395752,740.387085,7.399194717,CONT_MR,51169,904583,6872.791992,0,Open,0,0,0,0,29,16828316,0,1.54666974,-0.26,1165.210883,155.2933594,155.2933594,155.2933594,57.58760157,16,32,4732
3008677_626U,3.668558441,2.245468335,0,0,0,2.245468335,0,0,0,1,2012,August,24.7211333,-82.8737667,23.54735169,8.498940678,0.9,22.4902283,732.6768799,7.485266685,CONT_MR,51091,905391,848.5281372,0,Open,0,0,0,0,29,10859010,0,3.958614485,-0.26,230.8613629,38.19536267,38.19536267,38.19536267,29.7505248,NA,NA,1500
3012366_750U,3.45911726,1.78639711,0,0,0,1.78639711,0,0,0,1,2012,May,24.61068331,-82.87047512,17.64840085,9.007462687,2.875266525,22.8044678,615.87677,7.164856434,SPGR_HR,51169,903942,10523.75879,0,Open,0,0,0,0,30,8314691.5,0,1.54666974,-0.26,122.9184454,30.78890278,30.78890278,30.78890278,25.82099082,10,46,3072
3012422_E06U,4.751487136,3.65318368,0,0,0,3.65318368,0,0,0,1,2012,August,24.7117667,-82.8716667,12.69346939,4.016326531,1.207346939,22.4820801,736.8085327,7.48889637,CONT_MR,51169,905824,1914.213623,0,Open,0,0,0,0,29,12711054,0,3.958614485,-0.26,0,114.756302,114.756302,114.756302,77.15894977,NA,NA,727
3012427_782U,4.105742037,3.279716135,0,0,0,3.279716135,0,0,0,1,2012,August,24.72003335,-82.87071665,15.3,3,0.45,22.4857727,737.6397705,7.485714912,CONT_LR,51073,906091,1082.842773,0,Open,0,0,0,0,29,11305493,0,3.958614485,-0.26,0,59.68776038,59.68776038,59.68776038,34.11953054,NA,NA,6909
3016142_808U,4.418325927,3.878561019,0,0,0,3.878561019,0,0,0,1,2012,July,24.6566167,-82.8684667,7.6954,5.046,4.3075,22.5636536,735.6390381,7.046521664,ISOL_HR,51169,905918,8100,0,Open,0,0,0,0,29,16515940,0,1.54666974,-0.26,481.3254239,81.95729252,81.95729252,81.95729252,34.60270888,27,10,7803
3023646_752U,6.128313106,5.833080721,5.708249121,0,0,3.715176994,1,0,0,1,2012,July,24.66460773,-82.86555866,11.04584121,5.011342155,2.684640832,22.5452209,738.1936035,7.364999294,ISOL_MR,51169,906682,7282.842773,0,Open,0,0,0,0,29,17466218,0,1.54666974,-0.26,4774.940575,157.3188027,457.6617938,457.6617938,417.595939,NA,NA,2904
