site,logp1_parrotfish_biomass_kg,logp1_large_parrotfish_biomass_kg,logp1_midnightPF_biomass_kg,logp1_bluePF_biomass_kg,logp1_rainbowPF_biomass_kg,logp1_stoplightPF_biomass_kg,midnightPA,bluePA,rainbowPA,stoplightPA,Year,Month,Latitude,Longitude,Depth,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,HABITAT_CD,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Deepwater,slips45_10km,Marine_reserve,population_20km,population_50km,rec_fishermen_50km,Artificial_reefs_1km,Gravity_total,nursery_seagrass,nursery_mangroves,connectivity,RecEng,pf_preds_biomass_kg,pf_no_midnight_biomass_kg,pf_no_blue_biomass_kg,pf_no_rainbow_biomass_kg,pf_no_stoplight_biomass_kg,turf_cover,macroalgae_cover,random
929931_1310U,3.506407433,1.433460755,0,0,0,1.433460755,0,0,0,1,2018,August,24.48169078,-81.68024602,13.02734375,8.5234375,1.628515625,23.7015015,518.4837036,7.106902599,CONT_MR,109664,1072513,524.2640991,0,Open,39677,48056,9484,0,94,15434411,217324.3438,5.417427007,0.515,0.668765913,32.32831824,32.32831824,32.32831824,29.13513254,NA,NA,1621
934861_1232U,1.810371426,0,0,0,0,0,0,0,0,0,2018,September,24.48341342,-81.714119,2.501666667,0.745833333,0.52375,23.6890503,561.0345459,6.983026028,RUBB_LR,107531,1070070,1500,122,Closed,39606,48050,9483,0,133,14197272,381013.125,5.417427007,0.235,0,5.112717435,5.112717435,5.112717435,5.112717435,NA,NA,7906
937102_1026U,1.004753512,0,0,0,0,0,0,0,0,0,2018,August,24.48289934,-81.95775465,6.199527856,1,0.361968839,23.4023071,728.348999,6.704552174,ISOL_LR,103099,1046604,5200,0,Open,18166,41328,7563,0,80,24299216,915003.4375,4.618931049,-0.26,0,1.731233974,1.731233974,1.731233974,1.731233974,NA,NA,9244
942215_1605U,2.63265084,1.799397017,0,0,0,1.799397017,0,0,0,1,2018,September,24.48548361,-81.84234278,7.840286482,8.784691137,1.804834378,23.4166809,688.7379761,6.93466711,ISOL_MR,107560,1059162,3872.792236,139,Open,37186,44078,8452,0,126,21676320,217670.7813,9.984375,-0.26,12.86858746,12.91059584,12.91059584,12.91059584,7.864595112,27,4,2094
947394_1263U,5.25749813,4.90737356,0,3.527194322,0,4.627472355,0,1,0,1,2018,August,24.48788494,-81.67754019,6.195765974,3.250962279,3.049230177,23.6732117,531.7828979,7.097046852,SPGR_HR,112765,1072966,1131.37085,39,Open,39725,48057,9484,0,94,17458362,337712.5313,5.417427007,0.515,152.5276418,191.0005296,157.9721687,191.0005296,89.74525739,NA,NA,3025
949910_1149U,2.113268563,0,0,0,0,0,0,0,0,0,2018,August,24.48917449,-81.67924673,6.191836735,1.5,0.6,23.6689697,536.46875,7.087702274,CONT_MR,113316,1072879,1324.264038,39,Open,39922,48057,9484,0,94,17637612,367254.5,5.417427007,0.515,18.21725603,7.275245288,7.275245288,7.275245288,7.275245288,NA,NA,2671
960053_1271U,4.76136369,4.214473217,0,2.736204259,0,3.974625964,0,1,0,1,2018,July,24.49289459,-81.65881295,6.663934426,2.491803279,1.158196721,23.6569458,520.559082,7.059782505,SPGR_HR,113789,1075186,1082.842773,0,Closed,40528,48057,9484,0,94,19711958,435552.6875,5.417427007,0.515,151.2965517,115.9052397,101.4769278,115.9052397,63.67503657,56,6,9429
960661_3250U,3.479023838,2.806180767,0,0,0,2.806180767,0,0,0,1,2018,August,26.53024928,-80.02999322,23.25592105,1.240131579,1.25,24.2524658,289.5999451,7.341482639,RGDP,12398,468927,0,429,Open,675757,2358456,81894,2,1520,0,238938.25,NA,-0.26,11.32631533,31.42805158,31.42805158,31.42805158,15.88144953,24,6,6846
962590_1747U,0.106583194,0,0,0,0,0,0,0,0,0,2018,July,24.49372962,-81.66550536,2.499452555,0.5,0.337157847,23.6519409,529.5811157,6.942805767,RUBB_LR,114369,1074406,1300,0,Closed,40330,48057,9484,0,94,19646258,447454,5.417427007,0.515,0.324770382,0.112470474,0.112470474,0.112470474,0.112470474,NA,NA,536
962599_1318U,4.735433399,4.711192957,2.764510775,2.602376115,4.057762435,3.294834278,1,1,1,1,2018,July,24.49361871,-81.65701089,5.39701897,1.5,0.649006323,23.6583496,517.9855957,7.091999054,SPGR_LR,113532,1075383,1000,0,Closed,40528,48057,9484,0,94,19726078,436355.3438,5.417427007,0.515,39.83299335,98.04154424,100.4170502,56.06808289,86.93987401,NA,NA,3046
965172_1375U,1.809401864,0,0,0,0,0,0,0,0,0,2018,August,24.49488519,-81.63839519,15.75063046,3.5,1.52657614,23.6664063,499.0924683,7.119040012,CONT_MR,113809,1078579,800,0,Open,40544,48057,9484,0,94,20381226,455314.7813,5.417427007,0.515,5.043328658,5.106793645,5.106793645,5.106793645,5.106793645,14,8,7884
967731_1874U,2.583292109,0,0,0,0,0,0,0,0,0,2018,August,24.49557099,-81.63544451,16.82327992,4.264844486,1.550989632,23.6677795,504.297699,7.117650986,CONT_MR,114394,1079526,882.8427124,0,Open,40328,48057,9484,0,94,20786994,481611.5,5.417427007,0.515,0,12.24065617,12.24065617,12.24065617,12.24065617,NA,NA,3245
970272_1175U,4.052904339,3.039676749,0,0,0,3.039676749,0,0,0,1,2018,August,24.49614024,-81.6538755,8.547346251,10.5,1.323378265,23.649469,531.4630127,7.100738525,CONT_MR,114885,1075874,1182.842773,0,Open,40545,48057,9484,0,94,20620114,529653.875,5.417427007,0.515,0,56.56440103,56.56440103,56.56440103,36.66591434,NA,NA,3711
972857_1811U,2.939615413,0.525057053,0,0,0,0.525057053,0,0,0,1,2018,August,24.49745,-81.633035,11.4,2,0.975,23.6702515,520.9299927,7.110805511,SPGR_LR,115428,1080479,1000,0,Open,40424,48057,9484,0,94,21243712,516215.0625,5.417427007,0.515,0,17.90857293,17.90857293,17.90857293,17.21801764,NA,NA,7369
981648_3225H,4.813258032,3.508499533,0,0,0,3.508499533,0,0,0,1,2018,August,26.51571,-80.03259,19.1,3.5,0.85,24.2546936,289.519989,7.31622982,CPDP,12366,472841,100,477,Open,676801,2415544,84113,0,1507,0,186003.4063,NA,-0.26,3.234891118,122.1321332,122.1321332,122.1321332,89.73401579,NA,NA,2571
982305_3225U,3.722643254,0,0,0,0,0,0,0,0,0,2018,August,26.51555,-80.0322,19.2,2,2.8,24.2546936,289.519989,7.31622982,LIRO,12366,472841,100,477,Open,676801,2415544,84113,0,1507,0,186003.4063,NA,-0.26,233.2278192,40.37361067,40.37361067,40.37361067,40.37361067,NA,NA,7597
983170_1378U,0.346836682,0,0,0,0,0,0,0,0,0,2018,August,24.50138541,-81.60489976,18.24588235,1.505882353,0.922941176,23.7506958,535.5692749,7.129210472,CONT_LR,121818,1086882,1000,0,Open,27059,48057,9484,0,84,22804872,437187.9688,9.863775902,0.515,0,0.414585679,0.414585679,0.414585679,0.414585679,NA,NA,3428
996118_1261U,3.546242408,3.156209824,0,0,0,3.156209824,0,0,0,1,2018,August,24.50559126,-81.58700013,11.40503597,3,1.422796763,23.7826477,558.791687,7.132210255,SPGR_HR,123686,1091284,1000,0,Open,18971,48057,9484,0,84,24703058,366135.4063,9.863775902,0.515,50.5692422,33.68274872,33.68274872,33.68274872,11.20132039,NA,NA,1238
2012_11_2_070U,3.773916679,2.389971394,0,1.290657234,0,2.113602218,0,1,0,1,2012,November,24.53009863,-81.46689543,7.3835141,2.198481562,1.400759219,23.8094421,664.6414795,7.170789719,SPGR_LR,110380,1124600,300,0,Open,6636,56094,11267,1,82,30323818,96763.52344,16.80766224,1.19,103.741414,42.5503038,39.91512887,42.5503038,35.27229697,NA,NA,1014
2012_6_21_217U,5.143537079,4.65149457,3.577958586,0,0,4.247652448,1,0,0,1,2012,June,25.07835917,-80.31749083,8.14826087,3.586956522,1.308478261,24.0501038,464.0904541,7.516141891,CONT_LR,64003,1092221,1272.792236,0,Open,8919,137705,13874,0,205,37756356,391554.625,15.41249118,-0.176,76.23170438,135.5202898,170.3206726,170.3206726,101.3796433,NA,NA,2337
2012_6_22_382U,3.706536183,2.579624347,0,0,0,2.579624347,0,0,0,1,2012,June,24.95178414,-80.45718414,11.64586466,1.758861439,0.978249194,23.9145752,600.618042,7.501060963,CONT_LR,55710,1113817,665.6854248,399,Closed,14261,20651,5663,0,242,43079816,275511.375,20.40398366,NA,33.17323352,39.71254123,39.71254123,39.71254123,27.52035969,NA,NA,5797
2012_6_22_383U,4.100405225,2.337656798,0,0,0,2.337656798,0,0,0,1,2012,June,24.95612576,-80.45368487,15.39090909,8.963636364,1.423636364,23.924585,604.2359619,7.500378609,SPGR_LR,56025,1112451,624.2640991,339,Open,14325,20328,5663,0,242,44208680,275134.375,20.40398366,NA,6.305335862,59.36474392,59.36474392,59.36474392,50.00780421,NA,NA,1424
2012_6_4_633U,4.136699791,3.624481806,0,0,0,3.624481806,0,0,0,1,2012,June,24.57473258,-82.94717052,15.66276371,2.534810127,0.708122363,23.0711914,526.3347778,7.443655491,CONT_LR,45079,849920,6722.539551,0,Open,0,0,0,0,29,680290.75,25879.31055,2.474678457,-0.26,0,61.59590066,61.59590066,61.59590066,25.09061754,NA,NA,3927
2012_7_17_403U,4.377177567,2.128863931,2.105517398,0,0,0.177277121,1,0,0,1,2012,July,24.68518331,-80.96440837,5.249886621,2.996598639,0.300226757,23.7105957,740.5944214,7.247581005,CONT_LR,215998,1197205,2624.26416,298,Closed,9608,18934,4876,0,134,41185060,1128269.875,24.01280835,0.489,0,71.40166313,78.61301358,78.61301358,78.41905166,0,0,1904
2012_7_24_618U,4.789495802,4.241925164,2.530594404,0,0,4.060109021,1,0,0,1,2012,July,24.65402646,-82.77811573,19.66851282,3.019487179,1.199025641,22.5795837,637.2368774,7.517636776,CONT_MR,49568,914354,7946.803711,0,Open,0,0,0,0,31,8797050,0,5.979803493,-0.26,247.8154822,107.679758,119.2407282,119.2407282,62.26009639,NA,NA,6451
2012_7_26_640U,5.166308126,4.91717151,0,0,0,4.91717151,0,0,0,1,2012,July,24.60664262,-82.9556667,12.64186047,1.755813953,1.122093023,22.9785706,575.7377319,7.220351696,CONT_MR,48539,846365,3694.112549,0,Open,0,0,0,0,29,1423753.375,28102.69336,1.54666974,-0.26,0,174.2665795,174.2665795,174.2665795,38.65092923,2,73,1311
2012_7_28_747U,4.497943912,4.329650083,0,3.686746701,0,3.610997267,0,1,0,1,2012,July,24.6135076,-82.8886342,7.931190727,5.718651212,3.332613277,22.7993713,616.1231079,7.18207407,ISOL_HR,51169,899097,9126.703125,0,Open,0,0,0,0,30,7612078.5,0,1.54666974,-0.26,97.4966025,88.83223826,49.91745747,88.83223826,52.82930202,NA,NA,2898
2012_7_28_797U,3.961467056,3.625663734,0,0,0,3.625663734,0,0,0,1,2012,July,24.58154174,-82.91388342,12.59978678,7.503198294,1.149466951,22.9843384,537.857666,7.407795906,CONT_MR,51169,880370,8443.860352,0,Open,0,0,0,0,30,1969698.5,0,2.474678457,-0.26,2387.399372,51.53434026,51.53434026,51.53434026,14.98470238,NA,NA,8102
2012_8_1_644U,3.550889752,2.725333495,0,0,0,2.725333495,0,0,0,1,2012,August,24.67068758,-82.89231756,7.389025756,3.400895857,0.684602464,22.5559937,719.1531372,7.390945435,CONT_LR,51169,899227,5589.949707,0,Open,0,0,0,0,29,13834474,0,1.54666974,-0.26,0,33.8443065,33.8443065,33.8443065,19.58280379,NA,NA,891
2012_8_1_C98U,3.209630315,2.592027108,0,0,0,2.592027108,0,0,0,1,2012,August,24.66244056,-82.93483423,21.4880744,10.44748359,3.917669584,22.659967,678.1257935,7.342734337,CONT_HR,51169,871599,2014.213623,0,Open,0,0,0,0,29,6338734.5,0,1.54666974,-0.26,3.700663696,23.76992747,23.76992747,23.76992747,11.41310757,37,2,3896
2012_8_13_056U,4.04391457,3.220722083,0,0,0,3.220722083,0,0,0,1,2012,August,24.47666739,-81.73358409,8.891154261,1.522114347,0.852211435,23.675592,552.7709351,6.157548428,CONT_LR,102423,1068420,1200,82,Open,39426,48049,9483,0,133,11460567,248883.5781,9.984375,-0.26,11.05396874,56.04922948,56.04922948,56.04922948,32.00303038,NA,NA,2672
2012_8_15_121U,2.695699649,0,0,0,0,0,0,0,0,0,2012,August,24.82299661,-80.66807189,8.761864407,1.016949153,0.470762712,23.7372681,564.2330933,7.392117977,CONT_LR,48893,1161043,1697.056274,168,Open,4176,27986,7392,0,222,34682876,325216.1563,30.68549223,3.101,38.07772628,13.81588105,13.81588105,13.81588105,13.81588105,NA,NA,6119
2012_8_15_393U,3.248831504,0.839747882,0,0,0,0.839747882,0,0,0,1,2012,August,24.9003044,-80.5669904,4.157792208,2.491341991,0.722835498,23.7745911,657.6619873,7.448386669,CONT_LR,54925,1160472,2645.584473,647,Open,10378,20435,5740,0,185,48429496,946628,14.89444444,3.101,62.07467909,24.76022161,24.76022161,24.76022161,23.44443856,30,44,9511
2012_8_15_408U,4.945523234,4.223117824,0,0,0,4.223117824,0,0,0,1,2012,August,25.20860865,-80.22182453,2.7,11.75902993,1.55,24.1814819,602.4362793,7.409898281,ISOL_MR,59426,1144636,1741.421387,0,Closed,3820,345858,26185,0,285,40842992,123384.5234,16.51021103,-0.26,17.70186864,139.5443692,139.5443692,139.5443692,72.29843747,NA,NA,2117
2012_8_16_146U,5.481984052,5.442860276,0,0,5.442860276,0,0,0,1,0,2012,August,24.87112541,-80.58056496,7.590728477,1,0.469591611,23.8602234,634.371582,7.474799633,CONT_LR,52441,1160470,807.1068115,416,Open,9603,21920,6064,0,185,33468006,360207.9688,14.89444444,3.101,0,239.3230482,239.3230482,9.220792995,239.3230482,NA,NA,1409
2012_8_16_250U,2.518105133,0,0,0,0,0,0,0,0,0,2012,August,25.33298048,-80.2190908,3.7,2.224199288,0.383629893,24.0252625,695.0092163,7.303400517,ISOL_MR,51060,1131487,7371.067871,330,Open,1743,1205291,60867,0,307,88240456,4400378.5,17.90926457,-0.26,0.179997604,11.40506843,11.40506843,11.40506843,11.40506843,NA,NA,2900
2012_8_17_008U,3.69097357,3.325921619,0,2.98408203,0,2.203458813,0,1,0,1,2012,August,24.51565185,-81.68004188,8.910786517,4.526966292,1.218876404,23.5069824,761.0003052,6.817434311,ISOL_MR,129080,1074906,4255.634766,188,Open,40528,48057,9484,0,94,23992596,1482465.75,5.417427007,0.515,0,39.08385241,20.31550526,39.08385241,31.02756903,NA,NA,1707
2012_8_17_334U,3.090631336,2.703351628,0,0,2.703351628,0,0,0,1,0,2012,August,24.52566551,-81.69086534,5.098636364,6.513636364,1.050681818,23.4353577,874.0910034,6.795678616,ISOL_MR,138965,1074642,5811.27002,410,Closed,40544,48057,9484,0,94,24642620,2211540,5.417427007,0.235,0.403171493,20.99095727,20.99095727,7.061270544,20.99095727,NA,NA,271
2012_8_20_012U,2.199774991,0.421928801,0,0,0,0.421928801,0,0,0,1,2012,August,24.52992886,-81.63806013,4.799186992,5.504065041,0.524796748,23.5741211,867.5981445,6.781888962,ISOL_MR,129227,1085880,4700,34,Open,41308,48057,9484,0,94,30121914,3133054.5,1.951333333,0.515,0.215393834,8.022983015,8.022983015,8.022983015,7.498083066,NA,NA,4136
2012_8_21_304U,4.948127947,4.591041174,0,0,0,4.591041174,0,0,0,1,2012,August,25.55936238,-80.10418444,5.877133825,2.516332982,1.329083246,24.050531,527.494873,7.318042278,CONT_LR,38411,1065025,1182.842773,0,Open,12290,2769206,95450,0,559,53124240,42177.04297,40.84313725,-0.26,3.494608519,139.9109242,139.9109242,139.9109242,42.31389086,NA,NA,3293
2012_8_22_087U,2.955793965,0.116917486,0,0,0,0.116917486,0,0,0,1,2012,August,24.50373251,-81.58623519,22.56968421,11.01,1.576263158,23.7872559,540.7366943,7.137763977,SPGR_LR,122737,1090880,800,0,Open,18971,48057,9484,0,84,23752018,306409.1563,9.863775902,0.515,2000.566996,18.21697426,18.21697426,18.21697426,18.09294758,NA,NA,8092
2012_8_31_391U,5.377039565,4.780444938,0,4.230733632,0,3.939437608,0,1,0,1,2012,August,24.92020474,-80.5039981,15.53150407,3.242886179,0.901422764,23.8966919,561.986084,7.513756752,SPGR_LR,53008,1148754,848.5281372,463,Closed,11343,20838,5810,2,242,37648856,298271,20.40398366,3.101,11.39134016,215.3807452,147.6130814,215.3807452,164.9910532,17,53,792
2012_8_7_267U,4.719579288,3.523192736,0,0,0,3.523192736,0,0,0,1,2012,August,25.38757669,-80.16501849,2.497607656,12.47009569,0.622308612,24.1930786,361.0899963,7.360095024,ISOL_MR,41511,1110459,3641.421387,0,Open,1694,1681821,69752,0,215,75312616,1584933.625,19.33933518,-0.26,0,111.1210721,111.1210721,111.1210721,78.22860647,NA,NA,9274
2012_8_7_308U,6.063988038,5.986533326,4.810567925,4.311195219,5.044648592,3.881806194,1,1,1,1,2012,August,25.40953643,-80.12832318,5.960918253,0.754199328,0.826259798,24.3693176,375.2523804,7.297334671,SPGR_LR,38352,1103023,600,0,Open,1335,1795237,70963,0,215,52867112,109302.7578,19.33933518,-0.26,0,307.2858856,355.5577105,274.8974706,381.5754677,NA,NA,7312
2012_8_8_293U,3.998704953,2.344121809,0,0,0,2.344121809,0,0,0,1,2012,August,25.46286722,-80.12640163,6.612017167,17.25751073,1.573712446,24.1513611,437.1616821,7.380888939,CONT_LR,34996,1097717,1807.106812,0,Open,2,2188992,81732,0,314,64266324,47104.64844,37.2016129,-0.26,93.89719312,53.52748861,53.52748861,53.52748861,44.10337426,NA,NA,3758
2012_9_26_073U,3.702532381,2.998937724,0,0,0,2.998937724,0,0,0,1,2012,September,24.55119203,-81.37897636,12.2,1.248369565,0.500978261,23.7806641,667.0952148,7.339092255,SPGR_LR,104124,1147424,682.8427124,8,Open,7429,56866,11465,0,86,26436050,194834.9219,22.90153173,-0.185,6.305335862,39.54986214,39.54986214,39.54986214,20.48565029,NA,NA,1973
2014_10_1_1056U,4.928586632,3.599460429,0,2.811967141,0,3.04146386,0,1,0,1,2014,October,25.59189165,-80.09529323,6.739007092,3.295744681,1.161276596,24.1317688,555.0945435,7.233410358,CONT_MR,40493,1043921,500,0,Open,16262,2940764,99823,0,559,37858288,16846.03516,40.84313725,-0.26,41.29455281,137.1840693,121.5414448,137.1840693,117.2482013,NA,NA,1445
2014_10_15_1649U,3.230521418,0,0,0,0,0,0,0,0,0,2014,October,24.67493617,-80.95653977,6.699118943,2.751101322,0.424889868,23.7961975,632.6506958,7.37642622,SPGR_LR,196786,1194011,1241.421387,174,Open,9608,18611,4849,0,134,33588088,722447.9375,24.01280835,0.489,2.521218165,24.29284167,24.29284167,24.29284167,24.29284167,NA,NA,1743
2014_10_15_3134U,2.596051577,0,0,0,0,0,0,0,0,0,2014,October,26.10347587,-80.09000045,14.39910913,0.502227171,0.200445434,24.2095581,343.1543274,7.340494633,LIRM,59214,817506,882.8427124,2018,Open,1170924,4230098,122509,1,39335,0,1131957.625,74.00438322,-0.26,0,12.41068231,12.41068231,12.41068231,12.41068231,31,1,3172
2014_10_15_3136U,4.838635252,0,0,0,0,0,0,0,0,0,2014,October,26.08659844,-80.0903,15.1,3,0.638086548,24.2070862,344.4382629,7.320619106,LIRM,62447,828821,700,2253,Open,1166310,4253350,123730,0,39335,0,1167544.875,74.00438322,-0.26,49.38531402,125.2968707,125.2968707,125.2968707,125.2968707,29.5,0,5583
2014_10_15_3183U,3.755847419,2.950752972,0,0,0,2.950752972,0,0,0,1,2014,October,26.06650448,-80.0844,24.54732984,3.254450262,1.873664921,24.2481934,345.9353638,7.384486198,SPGR,65151,836249,0,2391,Open,1089871,4249471,125827,0,1241,0,677188.625,74.00438322,-0.26,0,41.77044893,41.77044893,41.77044893,23.65010354,NA,NA,2862
2014_10_16_1281U,5.259184602,4.606882033,0,0,0,4.606882033,0,0,0,1,2014,October,24.73493189,-80.78715627,21.40230041,10.05751015,1.546549391,23.7650085,570.5130615,7.447797775,CONT_MR,68010,1158137,424.2640686,20,Open,1905,20330,5473,0,163,21357596,76727.46094,36.90702782,-0.179,0,191.3246062,191.3246062,191.3246062,92.1532749,NA,NA,4577
2014_10_16_3019U,4.384372863,3.401951657,0,0,0,3.401951657,0,0,0,1,2014,October,26.00944633,-80.10295122,8.597566138,2.987830688,0.576825397,24.1363159,350.8013611,7.391659737,CPSH,72116,874093,1500,1818,Open,1189908,4405471,133230,12,3828,0,11200.26855,109.5487265,-0.26,0,79.18791866,79.18791866,79.18791866,50.16528185,NA,NA,8768
2014_10_16_3020U,4.101682486,2.699577277,0,2.15854172,0,1.976154032,0,1,0,1,2014,October,26.0071,-80.10421729,8.2172949,2.971175166,0.453131929,24.1327759,350.9523621,7.403934002,CPSH,72318,875872,1700,1818,Open,1175732,4418615,134094,0,3828,0,10152.89453,109.5487265,-0.26,3.747857346,59.44189474,51.78339282,59.44189474,53.22695362,NA,NA,4775
2014_10_16_3141U,3.698202394,0,0,0,0,0,0,0,0,0,2014,October,25.98246103,-80.0955511,15.59705573,1.5,0.700368034,24.2646118,353.0820923,7.291844845,LIRM,76911,883491,682.8427124,1304,Open,1105136,4424101,135632,0,3828,2678.284668,0,109.5487265,0.557,9.340116093,39.37466135,39.37466135,39.37466135,39.37466135,22.5,10,4368
2014_10_16_3167U,2.983765987,2.245468335,0,0,0,2.245468335,0,0,0,1,2014,October,25.94505,-80.09354836,16.71419214,3.247270742,0.810453057,24.3061157,357.4154358,7.33953476,LIRM,82800,897823,582.8427124,1074,Open,1041342,4429177,138243,0,15137,113682.3906,178669.9688,32.74063904,-0.26,8.003887637,18.76210049,18.76210049,18.76210049,10.31726262,30,4,3973
2014_10_17_3050U,2.330205289,0,0,0,0,0,0,0,0,0,2014,October,25.78628507,-80.10189864,8.151096491,2.246710526,0.337445175,24.2169434,432.3849487,7.34838438,RGSH,78762,973199,1700,1350,Open,1119284,3986135,129977,0,9240,4037073.25,402664.6875,21.63829787,-0.26,0,9.280051702,9.280051702,9.280051702,9.280051702,NA,NA,2732
2014_10_17_3106U,2.899624452,0,0,0,0,0,0,0,0,0,2014,October,25.78542307,-80.09660094,12.20471204,1.752356021,0.613089005,24.2327515,433.822876,7.351704121,LIRI,78539,969914,1100,1335,Open,1055732,3968569,129977,0,9240,3283508.5,363428.0625,21.63829787,-0.26,16.54034719,17.16732139,17.16732139,17.16732139,17.16732139,NA,NA,3835
2014_10_17_3121U,3.114263237,0.044913999,0,0,0,0.044913999,0,0,0,1,2014,October,25.77206647,-80.09667885,12.1440501,1.740083507,0.86868476,24.2419983,451.951355,7.357980728,LIRI,76817,977928,1100,1241,Open,992980,3906098,129650,1,9240,5342134.5,472575.625,23.76447219,-0.26,0,21.51683468,21.51683468,21.51683468,21.47089677,NA,NA,8133
2014_10_17_3189U,3.045209527,2.57980898,0,2.57980898,0,0,0,1,0,0,2014,October,25.76744611,-80.08898891,13.25438413,1.5,0.587447808,24.262384,458.3006592,7.363064289,LIRO,76387,975713,300,1115,Open,924228,3882796,128369,0,1137,4444649,389467.0938,23.76447219,-0.26,9.641070629,20.01443384,7.819816355,20.01443384,20.01443384,NA,NA,2172
2014_10_17_3228U,3.208597719,2.957382569,0,2.658832978,0,1.78639711,0,1,0,1,2014,October,25.7685349,-80.08903161,13.54324034,1.5,0.575,24.2610107,455.8835144,7.363012314,LIRO,76533,974595,300,1115,Open,924228,3882796,128369,0,1137,4171916.75,377731.3438,23.76447219,-0.26,0,23.74436334,10.4647486,23.74436334,18.77645139,92,0,3334
2014_10_2_1341U,4.471173364,4.120437695,0,0,3.463002318,3.42340064,0,0,1,1,2014,October,24.54383817,-81.56674336,5.409174312,9.27293578,2.03646789,23.636499,917.2523804,7.090387821,ISOL_MR,138793,1100035,4741.421387,0,Open,14777,48831,9647,0,84,45098888,2497639.25,9.863775902,0.515,0.824144011,86.45928439,86.45928439,55.54663965,56.78573682,13,4,6900
2014_10_20_1420U,6.150116988,6.096230496,0,0.738010384,6.090370065,0.917771771,0,1,1,1,2014,October,24.61431514,-81.39403668,3.302769231,2.270769231,0.351384615,23.2801147,838.4522705,6.768475056,CONT_LR,158430,1158117,8065.685547,27,Closed,8414,57010,11480,0,107,57757508,2755752,NA,-0.185,30.64299015,467.7722242,466.6804546,27.18742822,466.2685189,NA,NA,207
2014_10_20_3225U,1.059262267,0,0,0,0,0,0,0,0,0,2014,October,25.80347827,-80.08686088,19.37742947,2.026123302,0.504571578,24.2476746,408.7881775,7.418975353,LIRO,80982,954057,100,817,Open,1042678,4012778,130222,10,1137,779696.375,145289.4531,21.63829787,-0.26,0,1.884242402,1.884242402,1.884242402,1.884242402,NA,NA,8626
2014_10_20_3226U,4.289426572,3.711174748,0,2.068862409,0,3.525949105,0,1,0,1,2014,October,25.78988596,-80.08807154,14.56312127,3.976143141,0.773210736,24.2507568,428.0866089,7.359019279,LIRO,79074,962612,300,1226,Open,990283,3950863,129751,1,1137,1841004.125,251690.1094,21.63829787,-0.26,0,71.9246395,65.00882647,71.9246395,38.93862489,50,33,6633
2014_10_20_3227U,2.232280223,0,0,0,0,0,0,0,0,0,2014,October,25.77369,-80.087285,20.5,4.25,0.775,24.2624756,449.9172974,7.361742973,LIRO,76823,970507,100,935,Open,924228,3882796,128720,0,1137,3251455.25,325260.5625,23.76447219,-0.26,0,8.321096046,8.321096046,8.321096046,8.321096046,NA,NA,2742
2014_10_20_3562U,3.980867066,3.027023702,0,0,0,3.027023702,0,0,0,1,2014,October,25.79363521,-80.09588975,12.2505314,4.251207729,1.15,24.2273804,422.9458618,7.369970798,LIRI,79809,965539,1100,1335,Open,1082860,3998854,130359,0,9240,2269374.75,279906.2813,21.63829787,-0.26,0,52.56345716,52.56345716,52.56345716,32.92773413,NA,NA,8667
2014_10_21_3078U,3.871870572,3.190457223,2.105517398,0,0,2.838387276,1,0,0,1,2014,October,26.17737642,-80.08822472,5.939622642,1.528301887,1.858490566,24.2832275,339.6293335,7.361267567,RGSH,46845,773502,1400,1489,Open,1144389,4011864,113914,0,1731,0,3841.463135,41.57111717,-0.26,6.305335862,39.82079925,47.0321497,47.0321497,30.94396493,NA,NA,1167
2014_10_21_3110U,3.025074477,1.177764879,0,0,0,1.177764879,0,0,0,1,2014,October,26.21055,-80.08260852,9.945475911,2.775558167,0.287074031,24.1723267,339.0018616,7.297345638,LIRI,41830,740751,1100,716,Open,1085073,3814364,111525,0,1731,0,0,41.57111717,-0.26,3.394148307,19.59553854,19.59553854,19.59553854,17.34843014,NA,NA,391
2014_10_21_3152U,4.878978397,2.556102377,0,0,0,2.556102377,0,0,0,1,2014,October,26.30189336,-80.0677,13.19159664,2.244747899,0.730777311,24.1862427,335.444519,7.385998726,LIRM,28848,652428,882.8427124,908,Open,918767,3387050,100146,5,1697,0,85814.75781,NA,-0.26,1.893970066,130.4962583,130.4962583,130.4962583,118.6107618,NA,NA,9268
2014_10_21_3209U,3.896929286,0,0,0,0,0,0,0,0,0,2014,October,26.17676924,-80.07310256,22.49744136,2,0.8358742,24.2833496,339.6380005,7.323821545,APRD,46705,764843,0,1389,Open,994642,3963690,113184,1,1731,0,8.8310547,41.57111717,-0.26,1299.9853,48.250981,48.250981,48.250981,48.250981,NA,NA,5732
2014_10_22_1006U,3.58227955,1.983275376,0,0,0,1.983275376,0,0,0,1,2014,October,25.67512537,-80.11903026,7.700325733,0.998371336,0.26262215,24.1532227,569.7406616,7.455672741,CONT_LR,60072,1024629,3141.421387,388,Open,678265,3358744,116351,0,1529,32505008,237508.4219,26.16842452,-0.26,0,34.95540966,34.95540966,34.95540966,28.68890507,NA,NA,5157
2014_10_22_1008U,0,0,0,0,0,0,0,0,0,0,2014,October,25.74547,-80.120395,7.25,0.75,0.1325,24.1926819,487.6827087,7.367468357,CONT_LR,73414,1001857,3500,1296,Open,1067317,3840243,128627,0,9240,16959640,933771.1875,23.76447219,-0.26,0,0,0,0,0,NA,NA,6338
